timestamp,Open,High,Low,Close,Volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-01-01T00:00:00Z,16541.77,16559.77,16508.39,16533.04,15515.82327,2023-01-01 03:59:59.999000+00:00,256523726.75584084,,,,
2023-01-01T04:00:00Z,16533.04,16550.0,16499.01,16526.19,16532.24115,2023-01-01 07:59:59.999000+00:00,273214958.3707185,,,,
2023-01-01T08:00:00Z,16525.7,16557.0,16505.2,16556.66,15915.96701,2023-01-01 11:59:59.999000+00:00,263515254.3557866,,,,
2023-01-01T12:00:00Z,16556.66,16572.94,16533.68,16558.73,15046.09096,2023-01-01 15:59:59.999000+00:00,249144157.7620808,,,,
2023-01-01T16:00:00Z,16558.73,16623.65,16558.0,16603.08,18532.64857,2023-01-01 19:59:59.999000+00:00,307699046.81959563,,,,
2023-01-01T20:00:00Z,16603.53,16628.0,16586.24,16616.75,15382.64278,2023-01-01 23:59:59.999000+00:00,255609529.414565,,,,
2023-01-02T00:00:00Z,16617.17,16707.25,16548.7,16661.94,19463.4751,2023-01-02 03:59:59.999000+00:00,324299254.30769396,,,,
2023-01-02T04:00:00Z,16662.38,16769.51,16619.44,16721.28,26026.88178,2023-01-02 07:59:59.999000+00:00,435202777.7702784,,,,
2023-01-02T08:00:00Z,16721.27,16772.01,16704.07,16735.11,23267.94119,2023-01-02 11:59:59.999000+00:00,389391555.28818095,,,,
2023-01-02T12:00:00Z,16735.51,16750.0,16669.15,16734.66,21747.21491,2023-01-02 15:59:59.999000+00:00,363932247.46578056,,,,
2023-01-02T16:00:00Z,16734.66,16739.64,16707.12,16737.56,12314.73653,2023-01-02 19:59:59.999000+00:00,206118641.55506682,,,,
2023-01-02T20:00:00Z,16737.56,16799.23,16660.51,16672.87,19068.3224,2023-01-02 23:59:59.999000+00:00,317923660.493288,,,,
2023-01-03T00:00:00Z,16672.78,16706.14,16647.81,16691.81,20183.45596,2023-01-03 03:59:59.999000+00:00,336898412.0276876,,,,
2023-01-03T04:00:00Z,16691.81,16778.4,16681.79,16729.74,21434.34333,2023-01-03 07:59:59.999000+00:00,358590990.9816342,,,,
2023-01-03T08:00:00Z,16730.15,16766.0,16698.15,16721.03,25576.16376,2023-01-03 11:59:59.999000+00:00,427659801.5158728,,,,
2023-01-03T12:00:00Z,16721.42,16773.0,16617.79,16676.94,42131.78382,2023-01-03 15:59:59.999000+00:00,702629230.8591107,,,,
2023-01-03T16:00:00Z,16677.54,16688.2,16605.28,16643.37,29519.13275,2023-01-03 19:59:59.999000+00:00,491297848.4373675,,,,
2023-01-03T20:00:00Z,16643.77,16695.0,16640.4,16675.18,20696.65771,2023-01-03 23:59:59.999000+00:00,345120492.7126378,,,,
2023-01-04T00:00:00Z,16675.65,16877.65,16652.66,16862.02,41904.57254,2023-01-04 03:59:59.999000+00:00,706595740.2609308,,,,
2023-01-04T04:00:00Z,16862.61,16910.98,16840.36,16869.44,30270.2531,2023-01-04 07:59:59.999000+00:00,510642218.455264,,,,
2023-01-04T08:00:00Z,16869.49,16919.0,16831.13,16835.35,30320.64004,2023-01-04 11:59:59.999000+00:00,510458587.29741395,,,,
2023-01-04T12:00:00Z,16835.35,16863.09,16765.3,16854.05,40843.05953,2023-01-04 15:59:59.999000+00:00,688370967.4715965,,,,
2023-01-04T16:00:00Z,16853.55,16991.87,16787.85,16842.36,52076.35176,2023-01-04 19:59:59.999000+00:00,877088663.8285536,,,,
2023-01-04T20:00:00Z,16842.32,16869.56,16777.0,16850.36,24947.31165,2023-01-04 23:59:59.999000+00:00,420371182.334694,,,,
2023-01-05T00:00:00Z,16850.36,16878.18,16807.72,16827.71,21763.76721,2023-01-05 03:59:59.999000+00:00,366234363.1173891,,,,
2023-01-05T04:00:00Z,16827.71,16849.37,16789.87,16823.64,21213.55835,2023-01-05 07:59:59.999000+00:00,356889268.79939395,,,,
2023-01-05T08:00:00Z,16823.05,16839.0,16780.75,16833.6,26296.22105,2023-01-05 11:59:59.999000+00:00,442660066.66727996,,,,
2023-01-05T12:00:00Z,16833.6,16879.82,16753.0,16842.94,41963.23448,2023-01-05 15:59:59.999000+00:00,706784240.5525712,,,,
2023-01-05T16:00:00Z,16842.94,16875.5,16800.5,16863.85,30157.4645,2023-01-05 19:59:59.999000+00:00,508570957.7083249,,,,
